U_TECNICA;latitud;longitud;mercado;pais;provincia;localidad;portadoras;plan;plan general
BA00362;-34,163635;-59,794005;Litoral Sur;Argentina;Buenos Aires;Capitán Sarmiento;3;Carga;Sin Plan / Alta Carga
BA00365;-38,725249;-62,257768;Bs.As./La Pam;Argentina;Buenos Aires;Bahía Blanca;4;Si;Expansiones 2024
BA00366;-38,736042;-62,15926;Bs.As./La Pam;Argentina;Buenos Aires;Bahía Blanca;2;No;Sin Plan
BA00367;-38,058002;-57,553505;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;2;No;Sin Plan
BA00368;-38,706624;-62,268843;Bs.As./La Pam;Argentina;Buenos Aires;Bahía Blanca;4;Carga;Sin Plan / Alta Carga
BA00370;-38,102541;-62,231076;Bs.As./La Pam;Argentina;Buenos Aires;Tornquist;4;No;Sin Plan
BA00371;-40,654744;-62,749821;Bs.As./La Pam;Argentina;Buenos Aires;Patagones;2;No;Sin Plan
BA00372;-34,290863;-59,090926;Litoral Sur;Argentina;Buenos Aires;Exaltación de la Cruz;4;Carga;Sin Plan / Alta Carga
BA00373;-34,33142;-58,999203;Bs.As./La Pam;Argentina;Buenos Aires;Exaltación de la Cruz;4;Carga;Sin Plan / Alta Carga
BA00374;-34,655875;-59,359928;Bs.As./La Pam;Argentina;Buenos Aires;Mercedes;2;Carga;Sin Plan / Alta Carga
BA00375;-35,678755;-58,433175;Bs.As./La Pam;Argentina;Buenos Aires;General Paz;2;Carga;Sin Plan / Alta Carga
BA00376;-35,883193;-59,410244;Bs.As./La Pam;Argentina;Buenos Aires;Las Flores;2;No;Sin Plan
BA00377;-36,315511;-58,551247;Litoral Sur;Argentina;Buenos Aires;Pila;2;No;Sin Plan
BA00378;-35,982751;-57,451083;Bs.As./La Pam;Argentina;Buenos Aires;Castelli;3;No;Restricciones para Implementar
BA00380;-36,869601;-60,153389;Bs.As./La Pam;Argentina;Buenos Aires;Olavarría;4;No;Restricciones para Implementar
BA00381;-38,327886;-60,883784;Bs.As./La Pam;Argentina;Buenos Aires;Coronel Pringles;2;No;Sin Plan
BA00382;-37,796788;-63,039058;Bs.As./La Pam;Argentina;Buenos Aires;Puan;2;No;Sin Plan
BA00383;-37,720541;-62,600375;Bs.As./La Pam;Argentina;Buenos Aires;Saavedra;3;No;Sin Plan
BA00384;-38,695362;-59,787647;Bs.As./La Pam;Argentina;Buenos Aires;Tres Arroyos;4;Carga;Sin Plan / Alta Carga
BA00385;-38,687792;-60,011158;Bs.As./La Pam;Argentina;Buenos Aires;Tres Arroyos;4;No;Sin Plan
BA00386;-36,564851;-62,601013;Bs.As./La Pam;Argentina;Buenos Aires;Guaminí;2;No;Sin Plan
BA00387;-34,593925;-60,945504;Bs.As./La Pam;Argentina;Buenos Aires;Junín;4;Carga;Sin Plan / Alta Carga
BA00388;-36,310594;-62,219004;Bs.As./La Pam;Argentina;Buenos Aires;Daireaux;3;No;Sin Plan
BA00393;-37,019171;-62,411512;Bs.As./La Pam;Argentina;Buenos Aires;Guaminí;3;No;Sin Plan
BA00394;-38,321645;-62,292119;Bs.As./La Pam;Argentina;Buenos Aires;Tornquist;2;No;Sin Plan
BA00396;-38,004042;-62,822762;Bs.As./La Pam;Argentina;Buenos Aires;Puan;3;No;Sin Plan
BA00397;-38,098791;-57,558977;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;No;Restricciones para Implementar
BA00398;-38,716236;-62,262173;Bs.As./La Pam;Argentina;Buenos Aires;Bahía Blanca;3;Carga;Sin Plan / Alta Carga
BA00399;-35,053653;-58,758934;Bs.As./La Pam;Argentina;Buenos Aires;Cañuelas;3;Carga;Sin Plan / Alta Carga
BA00400;-35,024514;-58,411497;Bs.As./La Pam;Argentina;Buenos Aires;San Vicente;4;Carga;Sin Plan / Alta Carga
BA00401;-33,831243;-59,524521;Litoral Sur;Argentina;Buenos Aires;Baradero;4;Si;Expansiones 2024
BA00404;-36,892646;-60,322841;Bs.As./La Pam;Argentina;Buenos Aires;Olavarría;4;No;Restricciones para Implementar
BA00405;-37,039607;-60,300235;Bs.As./La Pam;Argentina;Buenos Aires;Olavarría;3;No;Sin Plan
BA00412;-36,777825;-59,862875;Bs.As./La Pam;Argentina;Buenos Aires;Azul;4;No;Sin Plan
BA00413;-37,975218;-57,591768;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;No;Restricciones para Implementar
BA00415;-37,942566;-57,796518;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;3;Carga;Sin Plan / Alta Carga
BA00416;-38,006018;-57,658483;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;No;Restricciones para Implementar
BA00417;-35,118743;-60,485051;Bs.As./La Pam;Argentina;Buenos Aires;Bragado;4;Carga;Sin Plan / Alta Carga
BA00418;-36,534025;-56,713807;Bs.As./La Pam;Argentina;Buenos Aires;La Costa;4;Carga;Sin Plan / Alta Carga
BA00422;-35,604425;-61,217421;Bs.As./La Pam;Argentina;Buenos Aires;Carlos Casares;3;No;Sin Plan
BA00423;-35,356791;-60,696216;Bs.As./La Pam;Argentina;Buenos Aires;Nueve de Julio;2;No;Sin Plan
BA00424;-36,700091;-56,678501;Bs.As./La Pam;Argentina;Buenos Aires;La Costa;4;Si;Expansiones 2024
BA00425;-37,692002;-57,440427;Bs.As./La Pam;Argentina;Buenos Aires;Mar Chiquita;3;No;Sin Plan
BA00426;-35,785389;-61,488647;Bs.As./La Pam;Argentina;Buenos Aires;Carlos Casares;2;Si;Expansiones 2024
BA00427;-37,251453;-56,966738;Bs.As./La Pam;Argentina;Buenos Aires;Villa Gesell;4;No;Restricciones para Implementar
BA00428;-37,998295;-57,542581;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;3;Carga;Sin Plan / Alta Carga
BA00429;-37,089893;-56,836886;Bs.As./La Pam;Argentina;Buenos Aires;Pinamar;4;No;Restricciones para Implementar
BA00431;-38,749551;-62,254208;Bs.As./La Pam;Argentina;Buenos Aires;Bahía Blanca;4;Si;Expansiones 2024
BA00432;-38,681572;-62,278179;Bs.As./La Pam;Argentina;Buenos Aires;Bahía Blanca;3;Carga;Sin Plan / Alta Carga
BA00433;-38,78273;-62,113999;Bs.As./La Pam;Argentina;Buenos Aires;Coronel de Marina Leonardo Rosales;3;No;Sin Plan
BA00434;-38,683911;-62,231598;Bs.As./La Pam;Argentina;Buenos Aires;Bahía Blanca;1;No;Sin Plan
BA00436;-40,798168;-62,982932;Bs.As./La Pam;Argentina;Buenos Aires;Patagones;3;No;Restricciones para Implementar
BA00437;-33,376532;-60,185429;Litoral Sur;Argentina;Buenos Aires;San Nicolás;4;Carga;Sin Plan / Alta Carga
BA00438;-33,379579;-60,151078;Litoral Sur;Argentina;Buenos Aires;Ramallo;4;Si;Expansiones 2024
BA00439;-33,913301;-60,571401;Litoral Sur;Argentina;Buenos Aires;Pergamino;3;Carga;Sin Plan / Alta Carga
BA00440;-34,302778;-60,267849;Litoral Sur;Argentina;Buenos Aires;Salto;3;No;Sin Plan
BA00442;-33,343391;-60,314359;Litoral Sur;Argentina;Buenos Aires;San Nicolás;1;Si;Expansiones 2024
BA00443;-33,261642;-60,398901;Litoral Sur;Argentina;Santa Fe;Constitución;4;Si;Expansiones 2024
BA00444;-33,466115;-60,283945;Litoral Sur;Argentina;Buenos Aires;San Nicolás;3;No;Sin Plan
BA00445;-33,593232;-60,370093;Litoral Sur;Argentina;Buenos Aires;San Nicolás;2;No;Sin Plan
BA00447;-33,757384;-60,445027;Litoral Sur;Argentina;Buenos Aires;Pergamino;1;No;Sin Plan
BA00449;-33,653179;-59,869331;Litoral Sur;Argentina;Buenos Aires;San Pedro;3;Carga;Sin Plan / Alta Carga
BA00450;-34,917622;-59,984652;Bs.As./La Pam;Argentina;Buenos Aires;Chivilcoy;1;No;Sin Plan
BA00451;-35,043525;-63,005774;Litoral Sur;Argentina;Buenos Aires;General Villegas;4;No;Sin Plan
BA00452;-34,764093;-62,989483;Litoral Sur;Argentina;Buenos Aires;General Villegas;3;No;Sin Plan
BA00454;-36,488133;-56,698474;Bs.As./La Pam;Argentina;Buenos Aires;La Costa;4;Si;Expansiones 2024
BA00455;-38,041331;-57,576967;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;Carga;Sin Plan / Alta Carga
BA00457;-37,327185;-57,055948;Bs.As./La Pam;Argentina;Buenos Aires;Villa Gesell;2;No;Sin Plan
BA00459;-36,605956;-56,686971;Bs.As./La Pam;Argentina;Buenos Aires;La Costa;3;No;Sin Plan
BA00461;-37,140941;-56,879273;Bs.As./La Pam;Argentina;Buenos Aires;Pinamar;3;No;Sin Plan
BA00464;-34,56638;-60,94181;Litoral Sur;Argentina;Buenos Aires;Junín;3;No;Sin Plan
BA00465;-34,646847;-61,008495;Litoral Sur;Argentina;Buenos Aires;Junín;2;No;Sin Plan
BA00466;-34,900961;-60,000496;Litoral Sur;Argentina;Buenos Aires;Chivilcoy;3;No;Sin Plan
BA00468;-34,6389;-60,4742;Bs.As./La Pam;Argentina;Buenos Aires;Chacabuco;4;No;Restricciones para Implementar
BA00469;-35,435484;-60,87505;Bs.As./La Pam;Argentina;Buenos Aires;Nueve de Julio;4;No;Sin Plan
BA00471;-35,437715;-60,184994;Bs.As./La Pam;Argentina;Buenos Aires;Veinticinco de Mayo;3;No;Sin Plan
BA00472;-34,215014;-61,361579;Litoral Sur;Argentina;Buenos Aires;General Arenales;4;No;Sin Plan
BA00473;-34,526654;-61,396885;Litoral Sur;Argentina;Buenos Aires;Leandro N. Alem;3;No;Sin Plan
BA00474;-34,60783;-60,05181;Bs.As./La Pam;Argentina;Buenos Aires;Chacabuco;4;No;Restricciones para Implementar
BA00475;-34,504269;-60,859954;Bs.As./La Pam;Argentina;Buenos Aires;Junín;3;No;Sin Plan
BA00476;-34,580139;-62,048165;Bs.As./La Pam;Argentina;Buenos Aires;General Pinto;3;No;Sin Plan
BA00478;-35,146553;-62,239437;Bs.As./La Pam;Argentina;Buenos Aires;Lincoln;3;No;Sin Plan
BA00479;-34,127947;-61,129992;Litoral Sur;Argentina;Buenos Aires;General Arenales;2;No;Sin Plan
BA00480;-35,074722;-60,401062;Bs.As./La Pam;Argentina;Buenos Aires;Alberti;4;No;Sin Plan
BA00481;-35,265997;-59,632752;Bs.As./La Pam;Argentina;Buenos Aires;Veinticinco de Mayo;3;No;Sin Plan
BA00482;-35,506724;-59,515451;Bs.As./La Pam;Argentina;Buenos Aires;Saladillo;3;No;Sin Plan
BA00485;-35,185277;-59,096944;Bs.As./La Pam;Argentina;Buenos Aires;Lobos;4;Si;Sectorizaciones 2024
BA00487;-35,4383;-58,7753;Bs.As./La Pam;Argentina;Buenos Aires;Monte;3;No;Sin Plan
BA00488;-34,870349;-58,184191;Litoral Sur;Argentina;Buenos Aires;Berazategui;4;Carga;Sin Plan / Alta Carga
BA00489;-35,529149;-58,315297;Bs.As./La Pam;Argentina;Buenos Aires;General Paz;3;No;Sin Plan
BA00490;-36,092491;-57,814582;Bs.As./La Pam;Argentina;Buenos Aires;Castelli;2;No;Sin Plan
BA00491;-35,274193;-58,409944;Bs.As./La Pam;Argentina;Buenos Aires;General Paz;3;No;Sin Plan
BA00494;-34,92479;-58,60099;Bs.As./La Pam;Argentina;Buenos Aires;Ezeiza;3;Carga;Sin Plan / Alta Carga
BA00497;-35,273621;-58,199988;Bs.As./La Pam;Argentina;Buenos Aires;Brandsen;3;No;Sin Plan
BA00499;-37,746463;-57,421846;Bs.As./La Pam;Argentina;Buenos Aires;Mar Chiquita;4;No;Sin Plan
BA00501;-36,719269;-56,712093;Bs.As./La Pam;Argentina;Buenos Aires;General Lavalle;4;No;Restricciones para Implementar
BA00515;-34,803771;-62,191245;Bs.As./La Pam;Argentina;Buenos Aires;General Pinto;2;No;Sin Plan
BA00586;-35,008485;-63,374774;Litoral Sur;Argentina;Buenos Aires;General Villegas;2;No;Sin Plan
BA00588;-35,723097;-61,658319;Bs.As./La Pam;Argentina;Buenos Aires;Pehuajó;2;Carga;Sin Plan / Alta Carga
BA00589;-36,122971;-62,937955;Bs.As./La Pam;Argentina;Buenos Aires;Trenque Lauquen;2;No;Sin Plan
BA00590;-36,349696;-60,022929;Bs.As./La Pam;Argentina;Buenos Aires;Tapalqué;5;No;Restricciones para Implementar
BA00601;-37,361138;-59,018915;Bs.As./La Pam;Argentina;Buenos Aires;Tandil;2;No;Sin Plan
BA00602;-37,323737;-59,113024;Bs.As./La Pam;Argentina;Buenos Aires;Tandil;2;No;Sin Plan
BA00603;-36,226808;-61,114175;Bs.As./La Pam;Argentina;Buenos Aires;Bolívar;4;No;Sin Plan
BA00604;-38,868312;-62,085613;Bs.As./La Pam;Argentina;Buenos Aires;Coronel de Marina Leonardo Rosales;2;No;Sin Plan
BA00608;-38,71594;-62,393289;Bs.As./La Pam;Argentina;Buenos Aires;Bahía Blanca;4;No;Sin Plan
BA00609;-38,808782;-59,741887;Bs.As./La Pam;Argentina;Buenos Aires;Tres Arroyos;3;No;Sin Plan
BA00613;-38,027572;-57,534065;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;Carga;Sin Plan / Alta Carga
BA00614;-38,031781;-57,539691;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;3;No;Sin Plan
BA00615;-37,998705;-57,552324;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;1;No;Sin Plan
BA00616;-36,537609;-56,689102;Bs.As./La Pam;Argentina;Buenos Aires;La Costa;4;Carga;Sin Plan / Alta Carga
BA00619;-35,839203;-61,916248;Bs.As./La Pam;Argentina;Buenos Aires;Pehuajó;5;No;Restricciones para Implementar
BA00620;-36,568942;-56,690428;Bs.As./La Pam;Argentina;Buenos Aires;La Costa;1;Carga;Sin Plan / Alta Carga
BA00621;-34,383001;-59,082043;Litoral Sur;Argentina;Buenos Aires;Exaltación de la Cruz;3;Carga;Sin Plan / Alta Carga
BA00624;-34,63035;-62,48045;Litoral Sur;Argentina;Buenos Aires;Florentino Ameghino;2;No;Sin Plan
BA00625;-34,606718;-60,955055;Bs.As./La Pam;Argentina;Buenos Aires;Junín;3;No;Sin Plan
BA00627;-34,460088;-59,454655;Litoral Sur;Argentina;Buenos Aires;San Andrés de Giles;1;No;Restricciones para Implementar
BA00628;-34,438778;-61,804472;Bs.As./La Pam;Argentina;Buenos Aires;Leandro N. Alem;4;No;Sin Plan
BA00629;-34,778106;-59,664867;Bs.As./La Pam;Argentina;Buenos Aires;Suipacha;3;No;Sin Plan
BA00630;-34,582803;-60,928761;Bs.As./La Pam;Argentina;Buenos Aires;Junín;4;No;Restricciones para Implementar
BA00631;-33,906077;-59,390288;Litoral Sur;Argentina;Buenos Aires;Baradero;3;Carga;Sin Plan / Alta Carga
BA00632;-34,922127;-58,392861;Bs.As./La Pam;Argentina;Buenos Aires;Presidente Perón;4;Carga;Sin Plan / Alta Carga
BA00633;-34,984438;-58,377505;Litoral Sur;Argentina;Buenos Aires;San Vicente;4;Carga;Sin Plan / Alta Carga
BA00634;-35,574071;-58,013518;Litoral Sur;Argentina;Buenos Aires;Chascomús;3;Carga;Sin Plan / Alta Carga
BA00637;-33,485088;-60,006843;Litoral Sur;Argentina;Buenos Aires;Ramallo;3;Carga;Sin Plan / Alta Carga
BA00638;-33,349312;-60,234854;Litoral Sur;Argentina;Buenos Aires;San Nicolás;4;No;Restricciones para Implementar
BA00640;-33,765921;-59,641683;Litoral Sur;Argentina;Buenos Aires;San Pedro;4;Carga;Sin Plan / Alta Carga
BA00643;-34,069035;-60,078373;Litoral Sur;Argentina;Buenos Aires;Arrecifes;4;Carga;Sin Plan / Alta Carga
BA00645;-34,343829;-61,126361;Litoral Sur;Argentina;Buenos Aires;Junín;3;No;Sin Plan
BA00646;-35,283542;-59,145866;Bs.As./La Pam;Argentina;Buenos Aires;Lobos;2;No;Sin Plan
BA00647;-38,716014;-62,301606;Bs.As./La Pam;Argentina;Buenos Aires;Bahía Blanca;4;No;Restricciones para Implementar
BA00648;-38,7194;-62,2744;Bs.As./La Pam;Argentina;Buenos Aires;Bahía Blanca;2;No;Sin Plan
BA00649;-38,715127;-62,253855;Bs.As./La Pam;Argentina;Buenos Aires;Bahía Blanca;4;No;Restricciones para Implementar
BA00651;-37,460064;-61,935118;Bs.As./La Pam;Argentina;Buenos Aires;Coronel Suárez;3;No;Sin Plan
BA00652;-38,5397;-58,7331;Bs.As./La Pam;Argentina;Buenos Aires;Necochea;4;No;Restricciones para Implementar
BA00653;-37,976103;-57,564081;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;No;Restricciones para Implementar
BA00654;-37,988808;-57,548078;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;3;Carga;Sin Plan / Alta Carga
BA00655;-36,757996;-62,964903;Bs.As./La Pam;Argentina;Buenos Aires;Salliqueló;4;No;Sin Plan
BA00656;-38,006659;-57,550237;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;3;No;Sin Plan
BA00657;-38,017894;-57,543224;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;3;Si;5G - Fase 1 (432)
BA00658;-38,076597;-57,571059;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;Carga;Sin Plan / Alta Carga
BA00659;-38,058496;-57,569348;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;No;Restricciones para Implementar
BA00660;-37,325609;-59,159308;Bs.As./La Pam;Argentina;Buenos Aires;Tandil;3;No;Sin Plan
BA00661;-37,275188;-56,980616;Bs.As./La Pam;Argentina;Buenos Aires;Villa Gesell;4;No;Restricciones para Implementar
BA00664;-35,47987;-62,98423;Bs.As./La Pam;Argentina;Buenos Aires;Rivadavia;3;No;Sin Plan
BA00665;-38,004716;-57,565005;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;1;No;Sin Plan
BA00666;-40,55116;-62,23948;Bs.As./La Pam;Argentina;Buenos Aires;Patagones;4;No;Sin Plan
BA00667;-34,838824;-60,308847;Litoral Sur;Argentina;Buenos Aires;Alberti;2;No;Sin Plan
BA00669;-37,847771;-58,260234;Bs.As./La Pam;Argentina;Buenos Aires;Balcarce;3;No;Sin Plan
BA00670;-38,020576;-57,604768;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;Carga;Sin Plan / Alta Carga
BA00671;-37,953187;-57,580698;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;3;No;Sin Plan
BA00672;-37,133166;-56,909788;Bs.As./La Pam;Argentina;Buenos Aires;General Madariaga;3;Carga;Sin Plan / Alta Carga
BA00673;-33,990194;-59,370682;Litoral Sur;Argentina;Buenos Aires;Baradero;3;No;Sin Plan
BA00674;-35,325831;-61,613951;Litoral Sur;Argentina;Buenos Aires;Lincoln;3;No;Sin Plan
BA00677;-36,682271;-56,677935;Bs.As./La Pam;Argentina;Buenos Aires;La Costa;4;No;Restricciones para Implementar
BA00678;-38,448109;-59,330856;Bs.As./La Pam;Argentina;Buenos Aires;Necochea;2;No;Sin Plan
BA00680;-33,331602;-60,206542;Litoral Sur;Argentina;Buenos Aires;San Nicolás;3;No;Sin Plan
BA00681;-33,434546;-60,149629;Litoral Sur;Argentina;Buenos Aires;Ramallo;4;Carga;Sin Plan / Alta Carga
BA00683;-35,212296;-59,080544;Litoral Sur;Argentina;Buenos Aires;Lobos;3;No;Sin Plan
BA00688;-33,357736;-60,180455;Litoral Sur;Argentina;Buenos Aires;San Nicolás;4;Si;Expansiones 2024
BA00691;-39,374803;-62,645852;Bs.As./La Pam;Argentina;Buenos Aires;Villarino;4;No;Restricciones para Implementar
BA00692;-34,940093;-58,260326;Bs.As./La Pam;Argentina;Buenos Aires;Florencio Varela;4;Carga;Sin Plan / Alta Carga
BA00694;-38,106356;-57,576944;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;Carga;Sin Plan / Alta Carga
BA00698;-34,974533;-58,669429;Litoral Sur;Argentina;Buenos Aires;Cañuelas;2;No;Sin Plan
BA00699;-34,619925;-60,48295;Bs.As./La Pam;Argentina;Buenos Aires;Chacabuco;3;No;Sin Plan
BA00700;-34,871618;-61,549577;Litoral Sur;Argentina;Buenos Aires;Lincoln;4;No;Restricciones para Implementar
BA00702;-35,632722;-59,792944;Litoral Sur;Argentina;Buenos Aires;Saladillo;3;No;Sin Plan
BA00704;-34,198537;-60,732304;Litoral Sur;Argentina;Buenos Aires;Rojas;4;Carga;Sin Plan / Alta Carga
BA00705;-37,842467;-58,256801;Bs.As./La Pam;Argentina;Buenos Aires;Balcarce;4;No;Sin Plan
BA00706;-37,317635;-59,129852;Bs.As./La Pam;Argentina;Buenos Aires;Tandil;4;Carga;Sin Plan / Alta Carga
BA00707;-36,99286;-60,27531;Bs.As./La Pam;Argentina;Buenos Aires;Olavarría;3;No;Sin Plan
BA00708;-36,78659;-59,854793;Bs.As./La Pam;Argentina;Buenos Aires;Azul;5;Carga;Sin Plan / Alta Carga
BA00709;-38,572971;-58,729105;Bs.As./La Pam;Argentina;Buenos Aires;Necochea;4;No;Restricciones para Implementar
BA00711;-34,231081;-61,112998;Litoral Sur;Argentina;Buenos Aires;General Arenales;4;No;Sin Plan
BA00712;-34,59257;-60,96001;Bs.As./La Pam;Argentina;Buenos Aires;Junín;4;No;Restricciones para Implementar
BA00713;-34,649834;-60,484251;Bs.As./La Pam;Argentina;Buenos Aires;Chacabuco;3;Carga;Sin Plan / Alta Carga
BA00714;-35,02689;-60,26971;Litoral Sur;Argentina;Buenos Aires;Alberti;2;No;Sin Plan
BA00715;-35,3383;-62,2186;Bs.As./La Pam;Argentina;Buenos Aires;Carlos Tejedor;2;No;Sin Plan
BA00718;-36,324595;-57,666989;Bs.As./La Pam;Argentina;Buenos Aires;Dolores;3;Carga;Sin Plan / Alta Carga
BA00719;-35,039206;-58,731316;Litoral Sur;Argentina;Buenos Aires;Cañuelas;5;Carga;Sin Plan / Alta Carga
BA00720;-35,029702;-58,42779;Bs.As./La Pam;Argentina;Buenos Aires;San Vicente;4;Carga;Sin Plan / Alta Carga
BA00721;-35,147897;-59,102289;Bs.As./La Pam;Argentina;Buenos Aires;Lobos;4;Carga;Sin Plan / Alta Carga
BA00722;-34,248721;-59,457333;Litoral Sur;Argentina;Buenos Aires;San Antonio de Areco;2;No;Sin Plan
BA00724;-33,893008;-60,573457;Litoral Sur;Argentina;Buenos Aires;Pergamino;4;No;Restricciones para Implementar
BA00725;-33,907355;-60,582511;Litoral Sur;Argentina;Buenos Aires;Pergamino;3;No;Sin Plan
BA00726;-33,681913;-59,668875;Litoral Sur;Argentina;Buenos Aires;San Pedro;4;No;Sin Plan
BA00727;-33,895106;-60,565323;Litoral Sur;Argentina;Buenos Aires;Pergamino;3;Carga;Sin Plan / Alta Carga
BA00728;-35,013083;-59,277892;Litoral Sur;Argentina;Buenos Aires;Navarro;4;No;Sin Plan
BA00729;-35,149526;-58,250892;Bs.As./La Pam;Argentina;Buenos Aires;Brandsen;4;Carga;Sin Plan / Alta Carga
BA00730;-34,905539;-58,391528;Bs.As./La Pam;Argentina;Buenos Aires;Presidente Perón;3;Carga;Sin Plan / Alta Carga
BA00731;-34,892168;-58,358474;Litoral Sur;Argentina;Buenos Aires;Presidente Perón;4;Carga;Sin Plan / Alta Carga
BA00732;-34,844176;-62,468958;Litoral Sur;Argentina;Buenos Aires;Florentino Ameghino;2;No;Sin Plan
BA00733;-34,758322;-61,891158;Bs.As./La Pam;Argentina;Buenos Aires;General Pinto;4;Carga;Sin Plan / Alta Carga
BA00735;-35,439527;-60,903405;Litoral Sur;Argentina;Buenos Aires;Nueve de Julio;4;No;Sin Plan
BA00736;-35,1481;-61,9514;Bs.As./La Pam;Argentina;Buenos Aires;Lincoln;4;No;Sin Plan
BA00737;-38,078777;-61,931234;Bs.As./La Pam;Argentina;Buenos Aires;Tornquist;1;No;Sin Plan
BA00738;-35,812093;-61,900471;Bs.As./La Pam;Argentina;Buenos Aires;Pehuajó;3;Carga;Sin Plan / Alta Carga
BA00740;-35,971453;-62,733966;Bs.As./La Pam;Argentina;Buenos Aires;Trenque Lauquen;3;Si;Expansiones 2024
BA00741;-36,588368;-61,748228;Bs.As./La Pam;Argentina;Buenos Aires;Daireaux;3;No;Sin Plan
BA00742;-36,441264;-62,859475;Bs.As./La Pam;Argentina;Buenos Aires;Tres Lomas;2;No;Sin Plan
BA00744;-38,014644;-57,533123;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;No;Restricciones para Implementar
BA00745;-38,095407;-57,605578;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;Carga;Sin Plan / Alta Carga
BA00746;-38,073646;-57,553271;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;2;No;Sin Plan
BA00747;-37,960853;-57,593351;Bs.As./La Pam;Argentina;Buenos Aires;General Pueyrredón;4;No;Restricciones para Implementar
BA00749;-36,777742;-59,089362;Bs.As./La Pam;Argentina;Buenos Aires;Rauch;3;No;Sin Plan
BA00750;-38,707759;-62,282839;Bs.As./La Pam;Argentina;Buenos Aires;Bahía Blanca;4;No;Restricciones para Implementar
BA00751;-38,560656;-58,733721;Bs.As./La Pam;Argentina;Buenos Aires;Necochea;3;No;Sin Plan
BA00752;-37,305007;-59,137895;Bs.As./La Pam;Argentina;Buenos Aires;Tandil;2;No;Sin Plan
BA00753;-37,674438;-59,806293;Bs.As./La Pam;Argentina;Buenos Aires;Benito Juárez;1;No;Restricciones para Implementar
BA00754;-37,249677;-61,272397;Bs.As./La Pam;Argentina;Buenos Aires;General La Madrid;3;Carga;Sin Plan / Alta Carga
BA00755;-38,727305;-61,295867;Bs.As./La Pam;Argentina;Buenos Aires;Coronel Dorrego;4;No;Sin Plan
BA00756;-37,968365;-61,342766;Bs.As./La Pam;Argentina;Buenos Aires;Coronel Pringles;1;No;Sin Plan
BA00757;-38,356251;-60,279456;Bs.As./La Pam;Argentina;Buenos Aires;Tres Arroyos;4;No;Restricciones para Implementar
BA00758;-37,603;-62,404361;Bs.As./La Pam;Argentina;Buenos Aires;Saavedra;2;No;Restricciones para Implementar
